,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
3586,2017-09-22,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3587,2017-09-22,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3588,2017-09-22,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3589,2017-09-22,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3590,2017-09-21,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3591,2017-09-18,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3592,2017-09-15,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3593,2017-09-15,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3594,2017-09-14,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3595,2017-09-14,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3596,2017-09-14,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3597,2017-09-13,Joint,SLB,Schlumberger Limited,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3598,2017-09-12,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3599,2017-09-12,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3600,2017-09-11,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3601,2017-09-11,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3602,2017-09-11,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3603,2017-09-08,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3604,2017-09-08,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3605,2017-09-08,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3606,2017-09-06,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3607,2017-09-05,Joint,OKE,"ONEOK, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3608,2017-09-01,Joint,TRP,TransCanada Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3609,2017-08-29,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3610,2017-08-29,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3611,2017-08-28,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3612,2017-08-28,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3613,2017-11-27,Spouse,--,Prudential Jennison Global Opportunity A,Other Securities,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79153a16-480e-4895-bf52-0e56562c6196/
3614,2017-11-27,Spouse,--,Fidelity Advisor International Small Cap A,Other Securities,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79153a16-480e-4895-bf52-0e56562c6196/
3615,2017-11-17,Spouse,--,"UBS Contingent Autocall Marathon Petroleum <div class=""text-muted""><em>Rate/Coupon:</em> 11%<br> <em>Matures:</em> 08/17/2018</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79153a16-480e-4895-bf52-0e56562c6196/
3616,2017-11-06,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",Jt,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3617,2017-11-30,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3618,2017-11-30,Spouse,TJX,"The TJX Companies, Inc.",Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3619,2017-11-30,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3620,2017-11-07,Spouse,--,XOM-Exxon Mobil Corporation,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3621,2017-11-07,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3622,2017-11-07,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3623,2017-11-08,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3624,2017-11-30,Spouse,TJX,"The TJX Companies, Inc.",Stock,Sale (Full),"$1,001 - $15,000",seo,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3625,2017-11-08,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3626,2017-11-07,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3627,2017-09-27,Spouse,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3628,2017-09-27,Spouse,RTN,Raytheon Company,Stock,Purchase,"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3629,2017-09-28,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3630,2017-09-28,Spouse,NOC,Northrop Grumman Corporation,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3631,2017-09-27,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3632,2017-09-26,Spouse,--,"TCS-The Container Store Group, Inc.",Stock,Sale (Full),"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3633,2017-09-26,Spouse,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3634,2017-09-26,Spouse,GE,General Electric Company,Stock,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3635,2017-09-26,Spouse,COF,Capital One Financial Corporation,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3636,2017-09-26,Spouse,WF,"Woori Bank Co., Ltd.",Stock,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3637,2017-09-26,Spouse,T,AT&amp;T Inc.,Stock,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3638,2017-09-26,Spouse,BAC,Bank of America Corporation,Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3639,2017-09-07,Spouse,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3640,2017-09-07,Spouse,CELG,Celgene Corporation,Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3641,2017-09-26,Spouse,TCS,"The Container Store Group, Inc.",Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3642,2017-09-09,Spouse,BIDU,"Baidu, Inc.",Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4cdd93be-dfaf-465a-820f-616ae1f0f6b0/
3643,2017-10-30,Spouse,--,"Tennessee HSG Dev Agy Resident Residential FIN Prog BDS <div class=""text-muted""><em>Rate/Coupon:</em> 2.70%<br> <em>Matures:</em> 01/01/2024</div>",Municipal Security,Purchase,"$50,001 - $100,000",--,Lamar Alexander,https://efdsearch.senate.gov/search/view/ptr/a5ea65ef-3943-4944-b192-988ab6adaa21/
3644,2016-06-09,Joint,PG,The Procter &amp; Gamble Company,Stock,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/3073357f-338e-4f4f-b3eb-5c0feabcfa74/
3645,2016-09-13,Joint,PEY,PowerShares High Yld Eq Div Achiev ETF,Stock,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/06ebd3f4-8ea6-439e-8cc5-2d07a4be9fa3/
3646,2016-09-20,Joint,--,BUNT-DB 3x German Bund Futures ETN,Stock,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/06ebd3f4-8ea6-439e-8cc5-2d07a4be9fa3/
3647,2017-10-31,Self,--,"ANDERSON CNTY S C SCH DIST NO 005 RFDG-SER B SOUTH CAROLINA EDUCATION <div class=""text-muted""><em>Rate/Coupon:</em> 3.00%<br> <em>Matures:</em> 03/01/2027</div>",Municipal Security,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/6998c521-4892-4eca-a67e-9b76dd030d9f/
3648,2017-10-18,Self,XON,Intrexon Corporation,Stock,Sale (Partial),"$1,000,001 - $5,000,000","Underlying asset of MRW Biotech Investors, LLC. Previously held in New River V",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/e0a8aa1c-11b5-45aa-baeb-9216b60b0e5d/
3649,2017-10-18,Self,ZIOP,"ZIOPHARM Oncology, Inc.",Stock,Sale (Full),"$250,001 - $500,000","Underlying asset of MRW Biotech Investors, LLC",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/e0a8aa1c-11b5-45aa-baeb-9216b60b0e5d/
3650,2017-10-20,Spouse,--,"Accela, Inc. <div class=""text-muted""> <em>Company:</em> Accela, Inc. &nbsp;(San Ramon, CA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Software Company</div>",Other Securities,Sale (Full),"$1,001 - $15,000","MGE, LLC - underlying asset of Point Judith Fund II LP. LDC Blind Trust has a 26% interest",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/e0a8aa1c-11b5-45aa-baeb-9216b60b0e5d/
3651,2017-10-20,Self,--,"Accela, Inc. <div class=""text-muted""> <em>Company:</em> Accela, Inc. &nbsp;(San Ramon, CA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Software Company</div>",Other Securities,Sale (Full),"$1,001 - $15,000","MGE, LLC - underlying asset of Point Judith Fund II LP. MRW Blind Trust has 26% interest",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/e0a8aa1c-11b5-45aa-baeb-9216b60b0e5d/
3652,2017-10-20,Spouse,--,"Spirus Medical, Inc. <div class=""text-muted""> <em>Company:</em> Spirus Medical, Inc. &nbsp;(Bridgewater, MA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Medical Devices</div>",Other Securities,Sale (Full),"$1,001 - $15,000","MGE, LLC - underlying asset of Point Judith Venture Fund LP. LDC Blind Trust has a 26% interest",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/e0a8aa1c-11b5-45aa-baeb-9216b60b0e5d/
3653,2017-10-20,Self,--,"Spirus Medical, Inc. <div class=""text-muted""> <em>Company:</em> Spirus Medical, Inc. &nbsp;(Bridgewater, MA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Medical Devices</div>",Other Securities,Sale (Full),"$1,001 - $15,000","MGE, LLC - underlying asset of Point Judith Venture Fund LP. MRW Blind Trust has a 26% interest",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/e0a8aa1c-11b5-45aa-baeb-9216b60b0e5d/
3654,2017-10-19,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/32bf0111-becd-47e8-bc3d-74caf0bd364a/
3655,2017-10-23,Self,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3656,2017-10-23,Self,HBI,Hanesbrands Inc.,Stock,Sale (Full),"$100,001 - $250,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3657,2017-10-23,Self,GE,General Electric Company,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3658,2017-10-23,Self,BABA,Alibaba Group Holding Limited,Stock,Purchase,"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3659,2017-10-19,Self,NTLA,Intellia Therapeutics Inc.,Stock,Purchase,"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3660,2017-10-19,Self,EDIT,"Editas Medicine, Inc.",Stock,Purchase,"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3661,2017-10-19,Self,CRSP,CRISPR Therapeutics AG,Stock,Purchase,"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3662,2017-10-17,Self,BLK,"BlackRock, Inc.",Stock,Purchase,"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3663,2017-10-13,Self,DIS,The Walt Disney Company,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3664,2017-10-12,Self,COHR,"Coherent, Inc.",Stock,Purchase,"$1,001 - $15,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3665,2017-10-11,Self,CVS,CVS Health Corporation,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/189164e7-8083-4246-a9c9-32ef1bcc0b3c/
3666,2017-10-26,Spouse,MRK,"Merck &amp; Co., Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5d2e0b4a-2d16-4cc2-9bd0-7c619e1e8407/
3667,2017-10-26,Spouse,BMY,Bristol-Myers Squibb Company,Stock,Sale (Partial),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5d2e0b4a-2d16-4cc2-9bd0-7c619e1e8407/
3668,2017-10-26,Spouse,C,Citigroup Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5d2e0b4a-2d16-4cc2-9bd0-7c619e1e8407/
3669,2017-10-25,Spouse,GILD,"Gilead Sciences, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5d2e0b4a-2d16-4cc2-9bd0-7c619e1e8407/
3670,2017-10-25,Spouse,--,ETN-Eaton Corporation plc,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5d2e0b4a-2d16-4cc2-9bd0-7c619e1e8407/
3671,2017-10-26,Spouse,JPM,JPMorgan Chase &amp; Co.,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5d2e0b4a-2d16-4cc2-9bd0-7c619e1e8407/
3672,2017-10-25,Spouse,ACN,Accenture plc,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5d2e0b4a-2d16-4cc2-9bd0-7c619e1e8407/
3673,2017-10-06,Spouse,SJM,The J. M. Smucker Company,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5d2e0b4a-2d16-4cc2-9bd0-7c619e1e8407/
3674,2017-10-23,Joint,DWDP,DowDuPont Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Tammy Duckworth,https://efdsearch.senate.gov/search/view/ptr/4a4ea989-1531-4b37-8d79-89a7915c1cb7/
3675,2017-10-18,Joint,ABT,Abbott Laboratories,Stock,Sale (Full),"$1,001 - $15,000",--,Tammy Duckworth,https://efdsearch.senate.gov/search/view/ptr/4a4ea989-1531-4b37-8d79-89a7915c1cb7/
3676,2017-10-17,Joint,JNJ,Johnson &amp; Johnson,Stock,Sale (Full),"$1,001 - $15,000",--,Tammy Duckworth,https://efdsearch.senate.gov/search/view/ptr/4a4ea989-1531-4b37-8d79-89a7915c1cb7/
3677,2017-10-10,Joint,CC,CC - The Chemours Company,Stock,Sale (Full),"$1,001 - $15,000",--,Tammy Duckworth,https://efdsearch.senate.gov/search/view/ptr/4a4ea989-1531-4b37-8d79-89a7915c1cb7/
3678,2017-10-31,Spouse,FB,"Facebook, Inc.",Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4e0e2c22-e6d4-4871-8167-665f8bb4bf68/
3679,2017-10-30,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4e0e2c22-e6d4-4871-8167-665f8bb4bf68/
3680,2017-10-30,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4e0e2c22-e6d4-4871-8167-665f8bb4bf68/
3681,2017-10-30,Spouse,--,"AMZN-Amazon.com, Inc.",Stock,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4e0e2c22-e6d4-4871-8167-665f8bb4bf68/
3682,2017-10-30,Spouse,COF,Capital One Financial Corporation,Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4e0e2c22-e6d4-4871-8167-665f8bb4bf68/
3683,2017-10-30,Spouse,FB,"Facebook, Inc.",Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/4e0e2c22-e6d4-4871-8167-665f8bb4bf68/
3684,2017-10-25,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/ab5a547e-ce37-4e98-98a6-1df64460bbbb/
3685,2017-10-25,Spouse,CVS,CVS Health Corporation,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/ab5a547e-ce37-4e98-98a6-1df64460bbbb/
3686,2017-10-25,Spouse,T,AT&amp;T Inc.,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/ab5a547e-ce37-4e98-98a6-1df64460bbbb/
3687,2017-10-24,Spouse,ABT,Abbott Laboratories,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/ab5a547e-ce37-4e98-98a6-1df64460bbbb/
3688,2017-10-24,Spouse,MDT,Medtronic plc,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/ab5a547e-ce37-4e98-98a6-1df64460bbbb/
3689,2017-10-17,Spouse,TGT,Target Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/ab5a547e-ce37-4e98-98a6-1df64460bbbb/
3690,2017-11-01,Joint,GM,General Motors Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/97bc57cc-c629-47d6-9752-0378431de91a/
3691,2017-10-31,Joint,QCOM,QUALCOMM Incorporated,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/97bc57cc-c629-47d6-9752-0378431de91a/
3692,2017-10-30,Joint,MYL,Mylan N.V.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/97bc57cc-c629-47d6-9752-0378431de91a/
